"ID","Nombre completo","Fecha de nacimiento","Dirección","Localidad y Código postal","Teléfono","Correo electrónico","Fecha de alta","Grupo de clientes"
"C0342","Irene Orozco Millán","5/14/1970","Jacksonville, FL 32208","9505 Sutor Dr.","(609) 330-8191","phyruxus@mac.com","6/13/2014 18:10","D"
"C0343","Yago Heredia Francisco","10/11/1988","Orlando, FL 32812","26 Lawrence Drive","(439) 401-6738","jshearer@yahoo.com","1/27/2013 15:41","C"
"C0344","Hernán Diego Ferreras","9/4/1996","West Palm Beach, FL 33415","7147 Heather St.","(946) 600-8214","fwiles@live.com","7/30/2009 15:54","B"
"C0345","Darío Severino Falcón Rodríguez","8/17/1994","Orlando, FL 32810","287 E. Woodland Ave.","(384) 619-1581","kayvonf@sbcglobal.net","12/18/2014 20:48","C"
"C0346","Eli Rovira Busquets","9/2/1978","Pompano Beach, FL 33064","16 Monroe Dr.","(675) 655-1424","pappp@icloud.com","1/23/2007 12:44","A"
"C0347","Remedios Barbero Calderón","1/3/1991","Key West, FL 33040","59 Pumpkin Hill Drive","(842) 708-2942","timlinux@icloud.com","12/2/2014 1:10","D"
"C0348","Telmo Azcona Huerta","1/24/1987","Panama City, FL 32404","88 Deerfield Street","(656) 301-2331","feamster@mac.com","1/18/2017 18:53","E"
"C0349","Jose Luis Salgado Monreal","8/13/1975","Hollywood, FL 33025","88 Marsh Road","(728) 554-8409","dexter@yahoo.ca","11/24/2012 15:15","D"
"C0350","Maximiliano Ferrer Solé","2/10/1982","Winter Springs, FL 32708","251 SW. Ramblewood Ave.","(557) 382-0708","symbolic@optonline.net","9/10/2005 6:12","A"
"C0351","Seve Pellicer Arévalo","7/6/1989","Miami, FL 33162","15 Bow Ridge Dr.","(395) 354-7424","intlprog@live.com","9/18/2005 3:17","E"
"C0352","Poncio Gallart Cano","4/22/1977","Miami, FL 33175","691 Baker Rd.","(752) 229-5173","msloan@live.com","11/20/2011 18:22","B"
"C0353","Abril Morante-Portero","7/16/1982","Port Orange, FL 32127","32 Adams Court","(653) 317-7538","wbarker@aol.com","7/17/2015 12:38","E"
"C0354","Alondra Arroyo Moraleda","6/19/1971","Tampa, FL 33617","969 Summerhouse Dr.","(720) 816-6636","niknejad@msn.com","10/24/2017 11:38","A"
"C0355","Nando Neira Garcia","3/14/1979","Fort Lauderdale, FL 33321","61 College Rd.","(392) 567-1811","koudas@icloud.com","11/18/2014 20:52","C"
"C0356","Soraya Puig Estrada","1/17/1992","Hollywood, FL 33021","344 Summerhouse Ave.","(233) 981-3075","cantu@outlook.com","4/13/2013 22:35","A"
"C0357","Teresita Ferrera Bernat","10/9/1984","Dunedin, FL 34698","164 Albany Dr.","(469) 699-2655","nighthawk@hotmail.com","1/15/2011 0:43","B"
"C0358","Ignacio Mendez Casanovas","1/12/1973","West Palm Beach, FL 33414","9028 E. Overlook Street","(311) 568-5798","peterhoeg@yahoo.com","1/14/2006 0:16","C"
"C0359","Isabel Bayo Sanchez","3/27/1991","Lake Worth, FL 33467","300 San Carlos Street","(930) 839-6069","jonadab@outlook.com","10/31/2014 2:26","A"
"C0360","Ligia Linares Isern","9/13/1993","Miami, FL 33196","19 Carriage Court","(595) 770-6147","gamma@sbcglobal.net","3/2/2011 11:25","D"
"C0361","Simón Gaya Vallejo","8/9/1995","Orlando, FL 32818","3 Henry St.","(796) 698-2556","wbarker@sbcglobal.net","1/22/2019 10:39","A"
"C0362","Chus Larrañaga Hernando","10/30/1993","Orlando, FL 32839","7743 Boston Street","(518) 447-3410","conteb@mac.com","3/2/2021 18:54","C"
"C0363","Ángeles Arévalo Balaguer","3/24/1993","Brandon, FL 33511","9543 Marlborough Street","(963) 286-3940","mugwump@verizon.net","11/3/2019 12:18","C"
"C0364","Benito Juan Francisco Aramburu Fiol","5/24/1984","Valrico, FL 33594","42 Lakeshore Avenue","(989) 381-2553","andrei@outlook.com","8/10/2008 3:37","A"
"C0365","Amaya Valderrama Gomis","1/25/1994","Melbourne, FL 32935","77 Rocky River Ave.","(760) 748-7416","roamer@sbcglobal.net","4/7/2010 18:56","D"
"C0366","Beatriz Rodriguez Iborra","9/25/1982","Jacksonville, FL 32209","68 Woodland Ave.","(382) 950-9603","malattia@msn.com","1/28/2021 20:32","B"
"C0367","Amílcar Ortega Gallo","1/27/1987","Fort Lauderdale, FL 33334","9413 Lexington Dr.","(256) 505-6404","aschmitz@sbcglobal.net","9/15/2006 13:22","B"
"C0368","Seve Laguna-Bas","7/5/1980","Jupiter, FL 33458","727 Cardinal Ave.","(262) 756-8019","ovprit@aol.com","9/7/2010 16:17","A"
"C0369","Francisco Javier Coloma","4/22/1986","Deltona, FL 32738","49 Colonial Street","(437) 405-6290","jaarnial@att.net","9/18/2017 19:46","D"
"C0370","Erasmo Crespo Gallego","1/12/1993","Boynton Beach, FL 33435","73 Pulaski Street","(582) 368-1385","murty@icloud.com","3/3/2014 21:13","E"
"C0371","Octavio Perelló-Losada","4/26/1976","Fort Lauderdale, FL 33351","9969 Primrose Drive","(659) 871-3879","loscar@sbcglobal.net","7/2/2016 13:43","A"
"C0372","Camila Leticia Arévalo Cuenca","12/20/1989","Palm Harbor, FL 34683","164 West Coffee St.","(353) 426-1757","telbij@verizon.net","6/15/2014 11:24","D"
"C0373","Áurea Manuela Piñol Bernal","7/7/1985","Homestead, FL 33033","7236 Albany Court","(856) 331-2705","fmtbebuck@live.com","7/28/2013 20:50","C"
"C0374","Carina Arcos Vara","6/20/1977","Orlando, FL 32837","9 East San Carlos Ave.","(700) 644-2712","evilopie@att.net","7/12/2020 11:55","D"
"C0375","Yago Baró Garmendia","2/28/1995","Boca Raton, FL 33433","7939 Gates St.","(294) 342-2123","aibrahim@icloud.com","10/21/2007 5:30","C"
"C0376","Antonio Folch Grande","1/10/1986","Tampa, FL 33612","111 Rockledge Street","(232) 232-3544","uqmcolyv@aol.com","4/21/2016 21:00","A"
"C0377","Jose Ramón de Aguilera","1/18/1991","Miami, FL 33134","32 Vernon St.","(368) 282-4245","hermes@aol.com","5/22/2006 5:56","D"
"C0378","Dulce Caridad Rojas Ángel","7/2/1980","Daytona Beach, FL 32119","794 Philmont Ave.","(606) 269-6077","krueger@msn.com","7/16/2010 11:36","E"
"C0379","Cruz Benítez","12/30/1999","Jacksonville, FL 32257","7600 Campfire Street","(975) 455-9019","danneng@att.net","9/4/2007 20:26","B"
"C0380","Fabio Carnero Boix","5/4/1983","Miami, FL 33165","527 South Indian Summer Court","(473) 353-4079","pgolle@yahoo.com","3/15/2005 14:32","B"
"C0381","Nayara Casanovas Alarcón","12/30/1995","Miami, FL 33177","72 S. Lakeview St.","(845) 455-2297","scitext@comcast.net","12/4/2007 14:55","E"
"C0382","Miguel Villegas Jover","4/30/1992","Gainesville, FL 32608","47 Leatherwood Ave.","(811) 819-5474","goresky@gmail.com","10/15/2010 20:40","D"
"C0383","Ildefonso Guillén Arrieta","12/9/1995","Port Saint Lucie, FL 34952","7 Bridle Street","(923) 852-7654","shawnce@optonline.net","10/3/2014 14:25","D"
"C0384","Jose Ignacio Armas Ramírez","4/18/1993","Tallahassee, FL 32303","3 North Augusta Road","(559) 237-1566","ubergeeb@live.com","12/25/2012 9:59","E"
"C0385","María Jesús Celestina Casas Carrasco","2/12/1975","Tallahassee, FL 32304","848 Lees Creek Ave.","(930) 751-5153","redingtn@yahoo.ca","8/6/2008 6:30","B"
"C0386","Mamen Ledesma Escribano","4/7/1995","Casselberry, FL 32707","943 Brookside St.","(423) 496-3540","nimaclea@live.com","5/4/2005 21:53","A"
"C0387","Ambrosio Casanovas Piquer","10/4/1989","Miami, FL 33176","791 Lexington Ave.","(566) 531-0451","iapetus@aol.com","6/29/2014 18:25","D"
"C0388","Joan Ferrán Alegria","1/23/1985","Lake Worth, FL 33463","8429 Bellevue Avenue","(923) 361-1596","skythe@outlook.com","3/1/2008 14:49","A"
"C0389","Vasco Tamayo Barrio","1/7/1994","Hollywood, FL 33024","46 Marlborough Drive","(479) 389-7125","anicolao@aol.com","5/10/2009 12:36","A"
"C0390","Leire Aroa Alfaro Olmo","12/3/1982","Hialeah, FL 33018","9064 William St.","(522) 838-0614","hahsler@yahoo.ca","9/9/2010 15:27","C"
"C0391","Felix Guardia Arenas","9/7/1993","Miami, FL 33173","4 Belmont Drive","(463) 645-5648","tokuhirom@comcast.net","6/13/2007 7:43","D"
"C0392","Gloria Dalmau-Bolaños","6/12/1973","Miami, FL 33193","788 Glenholme Dr.","(968) 499-4402","mhoffman@live.com","10/15/2008 21:49","D"
"C0393","Eliana Solsona Girón","3/8/1983","Tampa, FL 33615","93 Magnolia Ave.","(263) 379-6789","mahbub@verizon.net","5/23/2011 14:32","E"
"C0394","Liliana Valdés Bilbao","7/4/1999","Jacksonville, FL 32225","93 N. Schoolhouse Street","(316) 405-3234","janneh@gmail.com","1/10/2013 8:47","E"
"C0395","Tomasa Feijoo Alvarado","4/8/1979","Miami, FL 33186","719 Penn Dr.","(443) 667-4609","jonathan@yahoo.com","11/30/2020 0:17","A"
"C0396","José Ángel Vélez Vila","1/14/1998","Pensacola, FL 32503","9 Arrowhead Street","(851) 269-0491","zeitlin@aol.com","1/27/2008 4:36","E"
"C0397","Pío Roma-Estevez","2/27/1972","Lakeland, FL 33813","176B South Victoria Drive","(727) 313-4625","telbij@yahoo.com","5/14/2007 9:32","D"
"C0398","Amelia Tello-Toledo","12/17/1988","Sarasota, FL 34231","333 South Tower Ave.","(900) 258-6110","cparis@me.com","2/2/2015 7:19","D"
"C0399","Roberta de Lamas","2/20/1991","Boynton Beach, FL 33436","952 Acacia Ave.","(984) 388-6360","dburrows@gmail.com","9/28/2018 2:40","D"
"C0400","Primitivo Melero Daza","12/14/1975","Pompano Beach, FL 33068","9973 Armstrong St.","(994) 832-9514","budinger@gmail.com","6/17/2007 20:40","B"
"C0401","Benigno Sanz Gomis","5/20/1998","Orlando, FL 32808","8241 Devon Dr.","(470) 309-6205","mnemonic@comcast.net","8/31/2012 11:06","D"
"C0402","Reyna Rivas Porcel","1/28/1974","Oviedo, FL 32765","419 Sheffield St.","(510) 332-3248","techie@yahoo.ca","9/15/2013 22:43","A"
"C0403","Olivia Goñi","12/22/1990","Orlando, FL 32811","8142 Amherst Circle","(608) 742-9416","timlinux@att.net","10/16/2019 20:21","C"
"C0404","Isaac Morcillo-Calvo","2/26/1980","Cape Coral, FL 33904","345 South Trenton Dr.","(382) 786-4916","dgriffith@gmail.com","11/14/2019 14:49","E"
"C0405","Asdrubal Franco Montaña","8/29/1982","Middleburg, FL 32068","80 Harvey Drive","(688) 304-8571","credmond@me.com","8/31/2015 20:00","C"
"C0406","Alexandra Ámbar Armengol Campos","3/22/1988","Jacksonville, FL 32244","8827 Wilson Lane","(639) 405-1427","vsprintf@live.com","5/23/2016 9:21","D"
"C0407","Calisto Menéndez","9/30/1975","Ormond Beach, FL 32174","7266 Trout Drive","(648) 441-1338","tubajon@yahoo.ca","10/17/2009 17:44","E"
"C0408","Graciana Cintia Iñiguez Heras","6/24/1992","Hialeah, FL 33010","8028 S. Purple Finch Drive","(558) 935-7698","overbom@aol.com","8/19/2018 18:43","D"
"C0409","Mayte Duarte Alfonso","10/2/1971","Miami, FL 33157","88 South Brickyard Drive","(398) 257-6801","iamcal@me.com","7/9/2005 10:58","E"
"C0410","María Teresa Llamas Mariño","4/23/1983","Altamonte Springs, FL 32714","7434 Second Dr.","(226) 474-1021","gboss@icloud.com","3/16/2012 14:04","C"
"C0411","Federico Pizarro Coello","1/5/1983","Orlando, FL 32825","8280 S. Pineknoll St.","(696) 224-8334","adamk@icloud.com","1/25/2006 12:18","C"
"C0412","Pacífica Córdoba","7/28/1995","Fort Lauderdale, FL 33317","8335 Hillcrest Drive","(861) 766-3153","formis@yahoo.com","1/6/2018 10:00","D"
"C0413","Rosa Jiménez-Galvez","7/1/1971","Tampa, FL 33610","8 Deerfield St.","(283) 579-9362","ngedmond@msn.com","4/22/2021 22:26","E"
"C0414","Martirio Bonet","11/12/1972","Miami, FL 33155","8834 Jefferson St.","(970) 553-9470","amaranth@icloud.com","4/16/2016 20:30","C"
"C0415","Ruy Roldan Lara","9/28/1992","Deltona, FL 32725","9951 Strawberry Ave.","(251) 956-4735","chaki@verizon.net","10/16/2006 18:04","E"
"C0416","Felisa Múgica Gomez","9/2/1974","Palm Bay, FL 32907","778 South Street","(461) 415-6750","barlow@mac.com","5/23/2012 4:35","C"
"C0417","Anselma Valentín Malo","8/4/1986","Tampa, FL 33604","52 Van Dyke Road","(942) 377-8831","barjam@mac.com","11/18/2014 11:32","B"
"C0418","Lino de Busquets","7/9/1973","Jacksonville, FL 32224","139 Mountainview St.","(209) 879-7336","parents@outlook.com","8/13/2014 22:14","D"
"C0419","Sandra Leiva Aguiló","9/18/1990","Saint Petersburg, FL 33713","422 Cedar St.","(786) 225-1408","dodong@comcast.net","1/4/2018 12:06","A"
"C0420","Federico Gutiérrez Tamarit","12/28/1998","Fort Lauderdale, FL 33313","472 West Summit Drive","(706) 852-2679","chrisj@gmail.com","5/14/2011 14:41","C"
"C0421","Aristides Exposito Sánchez","11/13/1995","Venice, FL 34293","99 S. Pumpkin Hill Ave.","(332) 433-7473","overbom@aol.com","6/22/2005 16:01","E"
"C0422","Claudia Ibañez Peñas","1/2/1981","Orlando, FL 32835","7845 Howard St.","(788) 716-6288","eminence@optonline.net","1/24/2011 10:48","C"
"C0423","Roque Bejarano","7/6/1979","Jacksonville, FL 32246","8974 High Point St.","(969) 824-6307","jonathan@att.net","11/29/2007 18:10","C"
"C0424","Sergio Font Mínguez","4/29/1991","Hollywood, FL 33023","419 High St.","(578) 987-8609","teverett@yahoo.ca","6/9/2005 10:30","E"
"C0425","Luisina Chus Acosta Losa","11/5/1971","Jacksonville, FL 32211","8847 Oakwood St.","(864) 796-2642","library@me.com","9/19/2019 12:19","C"
"C0426","Eusebia Torre Dalmau","9/2/1977","Opa Locka, FL 33056","709 Foxrun Ave.","(360) 395-0174","chronos@msn.com","2/13/2018 0:46","A"
"C0427","Pedro Sancho-Garrido","5/1/1980","Miami Beach, FL 33141","599 Glen Creek Drive","(473) 259-7625","dvdotnet@aol.com","12/7/2018 11:15","E"
"C0428","Blanca Lluch Gonzalo","12/14/1998","Pompano Beach, FL 33065","214 Adams Street","(585) 896-7221","jguyer@yahoo.com","7/9/2014 4:21","D"
"C0429","Benito Aranda Olivera","4/9/1982","Miami, FL 33125","1 Grove St.","(516) 505-2111","symbolic@live.com","1/2/2015 8:01","A"
"C0430","Juan Lerma Melero","11/26/1983","Miami, FL 33172","104 Manor St.","(948) 883-9967","cyrus@outlook.com","10/6/2011 11:57","B"
"C0431","Nayara Fuster Cuesta","3/18/1980","Tallahassee, FL 32308","832 West Dunbar Court","(719) 644-3160","russotto@att.net","10/17/2014 23:00","A"
"C0432","Maricela Mendizábal-Tejera","7/25/1998","Sarasota, FL 34232","7704 Vale Ave.","(600) 967-9596","fmtbebuck@outlook.com","3/29/2009 1:21","D"
"C0433","Silvio Ledesma Planas","4/21/1988","Miami, FL 33126","9830 Shadow Brook Street","(997) 396-1254","ovprit@live.com","6/2/2008 2:08","E"
"C0434","Ovidio García Gabaldón","8/3/1986","Arcadia, FL 34266","16 Bayberry St.","(289) 891-8370","jimxugle@gmail.com","8/14/2018 20:13","C"
"C0435","Marina Gisbert Huertas","5/19/1984","Daytona Beach, FL 32114","767 E. Gulf Avenue","(454) 330-7142","pthomsen@icloud.com","11/23/2013 9:43","C"
"C0436","Nazaret Pina Solé","2/2/1998","Miami, FL 33142","8711 Clay Dr.","(843) 779-5683","csilvers@sbcglobal.net","11/23/2005 9:43","A"
"C0437","Valentina del Diaz","6/30/1989","Riverview, FL 33569","359 South College Lane","(424) 719-6724","fangorn@optonline.net","2/8/2010 15:15","E"
"C0438","José Antonio Lluch Gutiérrez","1/16/1971","Leesburg, FL 34748","656 Old York Lane","(849) 292-8635","cliffordj@msn.com","11/11/2010 20:36","E"
"C0439","María Belén Ortega Alvarez","10/26/1997","Hialeah, FL 33015","8272 Cobblestone Dr.","(477) 421-7045","fukuchi@verizon.net","7/19/2014 10:52","C"
"C0440","Manuelita Barroso-Coloma","7/20/1986","Hialeah, FL 33014","485 S. Park St.","(401) 825-3736","kourai@optonline.net","10/12/2013 11:49","D"
"C0441","Carmelo Valentín Mancebo","1/8/1987","Fort Lauderdale, FL 33311","170 Indian Spring Rd.","(305) 393-0553","psichel@me.com","5/7/2010 11:12","E"
"C0442","Jose Ramón Nicolás Marco","5/4/1995","Pensacola, FL 32514","507 High Street","(640) 477-1369","chronos@comcast.net","9/21/2007 7:43","A"
"C0443","Ruben del Azorin","12/6/1975","Hialeah, FL 33012","9080 Union St.","(225) 944-9455","ccohen@hotmail.com","8/18/2018 22:36","C"
"C0444","Jordana Riba","11/3/1975","Winter Park, FL 32792","9585 Cleveland Ave.","(818) 544-9992","quantaman@att.net","10/3/2006 3:21","D"
"C0445","Brunilda Giralt","3/9/1990","Palmetto, FL 34221","95 Sierra Avenue","(248) 248-7570","sthomas@optonline.net","1/11/2020 23:06","E"
"C0446","Jose Valenciano Osuna","7/14/1984","Jacksonville, FL 32207","7942 Winding Way Lane","(688) 689-4456","cgcra@yahoo.ca","8/17/2015 11:23","A"
"C0447","Inés Gil-Miralles","6/24/1970","Clermont, FL 34711","7043 Monroe Ave.","(532) 988-8123","szymansk@sbcglobal.net","5/31/2012 13:19","E"
"C0448","Pío del Lastra","3/30/1982","Kissimmee, FL 34741","8646 Homewood Street","(447) 481-7902","goresky@aol.com","11/1/2015 9:00","E"
"C0449","Amílcar Valera","8/28/1993","Sanford, FL 32771","452 Ridge Lane","(333) 864-8602","staffelb@comcast.net","2/24/2020 23:20","C"
"C0450","Laura del Hernandez","8/28/1985","Pensacola, FL 32506","9055 W. Gonzales Street","(350) 978-7967","jeffcovey@me.com","4/28/2010 8:11","B"
"C0451","Encarnación Iborra","5/18/1975","Pompano Beach, FL 33071","7735 S. Marshall Circle","(316) 992-3895","world@yahoo.com","4/23/2021 4:00","C"
"C0452","Nicolasa de Verdugo","1/10/1982","Suite 3","Pompano Beach, FL 33060","(247) 429-9544","wetter@mac.com","2/21/2012 18:07","E"
"C0453","Evaristo Loreto Ferrer Mariño","6/16/1982","231 Marsh Lane","Apopka, FL 32703","(843) 742-7308","dwheeler@me.com","11/29/2008 10:22","B"
"C0454","Esmeralda Visitación Menéndez Alemán","4/7/1977","2 West Vine St.","Miami, FL 33174","(770) 393-3543","mastinfo@live.com","3/17/2018 13:06","B"
"C0455","Manuel Melero Palomo","5/23/1998","62 Homewood Street","Port Charlotte, FL 33952","(949) 598-2771","sblack@verizon.net","5/15/2011 21:07","C"
"C0456","Paca Verdejo Mayoral","10/4/1988","95 Delaware Dr.","Fort Lauderdale, FL 33324","(699) 746-9159","ganter@verizon.net","7/24/2013 22:58","B"
"C0457","Regina del Parejo","4/5/1981","8133 Sycamore Street","Jacksonville, FL 32218","(844) 950-9259","dpitts@hotmail.com","6/12/2018 3:16","C"
"C0458","Águeda Giménez Serna","5/26/1998","8546 Ketch Harbour Ave.","Miami Beach, FL 33139","(787) 302-4699","sinkou@me.com","2/26/2015 18:02","C"
"C0459","Anastasio Montesinos García","2/15/1975","8683 South Drive","Bradenton, FL 34208","(952) 745-8983","chronos@me.com","9/2/2007 7:21","E"
"C0460","Marisela Quintero Quintero","12/23/1978","17 Silver Spear Drive","Miami, FL 33156","(873) 828-7242","csilvers@gmail.com","12/7/2019 3:47","E"
"C0461","Isaac Espada Madrigal","7/1/1974","60 Lower River St.","Lutz, FL 33549","(943) 865-9127","aardo@verizon.net","1/26/2015 20:38","B"
"C0462","Luciana Gaya Álvaro","7/2/1976","9661 Aspen St.","North Miami Beach, FL 33160","(668) 821-9575","cantu@gmail.com","7/29/2014 16:20","A"
"C0463","Samanta Olmedo","5/16/1979","265 Mill Pond Dr.","Miami, FL 33169","(456) 829-6689","jeffcovey@verizon.net","3/30/2005 21:55","A"
"C0464","Osvaldo Atilio Jover Herrera","8/17/1972","7440 Cherry Hill Court","Titusville, FL 32780","(224) 518-9412","lydia@gmail.com","5/21/2018 14:19","E"
"C0465","Tere Montenegro Expósito","3/26/1987","8958 Golf St.","Boynton Beach, FL 33437","(822) 587-3348","ubergeeb@msn.com","11/1/2011 20:59","E"
"C0466","Nicodemo Alegre-Izquierdo","3/8/1978","654 S. Jones Street","Stuart, FL 34997","(699) 407-0837","jshirley@outlook.com","1/2/2016 13:29","A"
"C0467","Adelardo Chico-Cuesta","11/1/1993","735 E. Newbridge St.","Lake Worth, FL 33461","(272) 549-4608","niknejad@me.com","8/23/2012 3:56","B"
"C0468","Dorotea Diez Aznar","2/14/1983","607 Cherry Hill Street","Bradenton, FL 34207","(887) 405-0872","punkis@sbcglobal.net","1/15/2013 11:44","B"
"C0469","Donato Noguera Mármol","6/8/1989","732 Prince Lane","Bradenton, FL 34209","(762) 491-8640","skaufman@comcast.net","5/9/2009 14:29","B"
"C0470","María Del Carmen Benítez-Lozano","3/29/1998","27 Grandrose Ave.","Port Richey, FL 34668","(368) 723-8977","kmiller@yahoo.com","8/1/2009 2:09","C"
"C0471","Roxana Sanjuan Nieto","5/19/1998","895 Sleepy Hollow St.","Orange Park, FL 32073","(698) 412-9077","hoangle@verizon.net","12/17/2013 6:38","A"
"C0472","Primitiva Villalba Valenciano","8/27/1976","767 North Miller St.","Miami, FL 33147","(302) 256-8455","miturria@aol.com","3/3/2010 6:22","E"
"C0473","Aura Manzano Pedrero","2/5/1984","7049 Water Road","Hialeah, FL 33016","(917) 817-2323","bartlett@verizon.net","2/14/2006 14:10","B"
"C0474","Sabas Macario Murcia Quintanilla","7/2/1983","17 South Court","Saint Petersburg, FL 33702","(272) 983-1657","afifi@icloud.com","4/26/2007 23:30","A"
"C0475","Apolinar Falcón-Cadenas","1/1/1975","9198 West Grant Street","Orlando, FL 32822","(334) 772-1013","keiji@aol.com","12/23/2009 15:36","C"
"C0476","Horacio Gallego Matas","10/29/1996","50 Lawrence Rd.","Tallahassee, FL 32310","(299) 772-6764","kramulous@icloud.com","8/23/2017 22:52","E"
"C0477","Curro Cañellas-Abad","12/28/1982","858 Race St.","Jacksonville, FL 32210","(229) 988-7982","cantu@mac.com","2/18/2013 14:02","B"
"C0478","Julio Corominas","12/13/1977","93 East Longbranch Dr.","Hollywood, FL 33020","(583) 883-0821","wojciech@live.com","4/30/2012 15:18","E"
"C0479","Dominga Olmedo Lara","1/31/1987","19 Victoria Street","London","(464) 724-8248","dogdude@gmail.com","3/20/2008 23:14","B"
"C0480","Norberto Cortés Coca","4/30/1998","NW48 5MP","135 Kingsway","(468) 449-7481","tmaek@verizon.net","10/20/2007 23:27","E"
"C0481","Juana Valls Ruiz","12/27/1992","London","N87 3AI","(628) 943-0691","dmath@live.com","6/9/2005 13:39","C"
"C0482","Inés García Nevado","4/28/1992","41 School Lane","London","(712) 908-2589","heine@gmail.com","10/12/2016 14:39","B"
"C0483","Marianela Pablo Samper","6/10/1971","NW31 7RM","45 Park Road","(987) 571-6279","ramollin@aol.com","8/26/2007 7:41","D"
"C0484","Azahar Solsona","12/31/1970","London","SE80 5TY","(929) 373-3828","esbeck@msn.com","7/17/2007 19:55","C"
"C0485","Patricia Leon Grande","5/2/2000","54 Kingsway","London","(734) 789-3855","tarreau@optonline.net","11/19/2011 2:18","B"
"C0486","Inmaculada Moles-Verdú","8/2/1979","N75 6DC","9746 Church Lane","(733) 556-5309","crypt@gmail.com","6/19/2020 7:38","C"
"C0487","Piedad Casanova","4/13/1991","London","WC57 1VD","(429) 856-2926","flavell@aol.com","7/20/2006 17:49","D"
"C0488","Dafne Amigó-Arias","11/5/1982","9241 Grove Road","London","(867) 348-9295","dpitts@yahoo.ca","4/4/2011 8:06","D"
"C0489","Anabel Tur Llorens","10/21/1999","SE50 2RD","16 West Street","(698) 662-7980","rsteiner@sbcglobal.net","3/14/2006 23:17","D"
"C0490","Danilo Jose Antonio Escobar Muro","1/30/1991","London","N51 9IV","(632) 905-5610","clkao@mac.com","4/9/2013 18:22","A"
"C0491","Aura Salcedo Vigil","2/17/1991","168 The Green","London","(901) 282-1660","slaff@yahoo.ca","7/1/2006 2:17","B"
"C0492","Ramiro Cepeda Casanova","12/11/1973","N47 9MT","54 West Street","(229) 509-6838","emmanuel@hotmail.com","5/21/2010 1:10","C"
"C0493","Nadia Tormo","7/8/1987","London","N49 7QC","(852) 727-9985","evans@icloud.com","12/13/2012 0:21","C"
"C0494","Paola González Piquer","6/14/1970","165 Springfield Road","London","(878) 768-5731","tezbo@verizon.net","10/19/2015 11:19","D"
"C0495","Remedios Quesada Heredia","6/10/1986","E03 6OB","6 Queen Street","(577) 307-6609","naoya@yahoo.ca","10/4/2007 20:32","C"
"C0496","Andrés Cortés Fuertes","5/29/1996","London","SW74 3DH","(799) 915-9575","benanov@me.com","4/30/2020 5:29","E"
"C0497","María Ángeles Infante-Cabanillas","5/11/1972","64 South Street","London","(744) 335-2955","mwandel@gmail.com","12/15/2016 8:40","C"
"C0498","Heliodoro Antonio Baena Tejada","5/2/1985","W94 3IX","74 High Street","(617) 452-1538","breegster@comcast.net","5/11/2016 14:01","D"
"C0499","Belen Carballo Lladó","11/9/1999","London","NW61 4VP","(919) 981-1829","scato@msn.com","9/3/2012 19:00","C"
"C0500","Quique Márquez Torralba","6/23/1984","601 London Road","London","(528) 684-9875","mwilson@comcast.net","10/17/2006 18:15","C"
"C0501","Felicidad Amor Cerdán","9/26/1991","E98 4TE","94 High Street","(494) 899-6340","cgarcia@live.com","3/6/2016 4:04","D"
"C0502","Esteban de Serrano","11/7/1998","London","NW45 7HR","(701) 769-5447","nimaclea@optonline.net","12/1/2008 13:07","D"
"C0503","Eligia Javiera Lladó Pla","2/19/1999","46 Victoria Street","London","(388) 723-4833","gtewari@gmail.com","2/16/2006 19:36","D"
"C0504","Nidia Ordóñez Cañas","9/8/1970","W96 8WX","78 Queens Road","(936) 408-8750","wmszeliga@att.net","2/22/2010 20:41","D"
"C0505","Adelaida de Egea","11/13/1971","London","NW54 0QU","(291) 231-4877","kramulous@aol.com","2/27/2006 15:30","B"
"C0506","Dalila Torre Amores","1/31/1986","9 Station Road","London","(574) 819-4630","ninenine@comcast.net","10/29/2009 17:39","B"
"C0507","Roldán Guardia","3/9/1989","EC65 7IP","47 Green Lane","(898) 602-2321","jgmyers@gmail.com","10/25/2016 11:20","D"
"C0508","Gabino Barragán Figueroa","1/28/1971","London","NW58 2FV","(324) 842-3359","crobles@msn.com","2/20/2012 14:59","E"
"C0509","Amanda Chamorro-Vives","12/1/1992","71 North Street","London","(674) 307-5065","jgoerzen@msn.com","10/11/2017 8:31","E"
"C0510","José Cañas Martinez","3/19/1981","W85 2FV","68 School Lane","(860) 430-9246","frikazoyd@verizon.net","3/3/2008 1:29","E"
"C0511","Benita Exposito Mínguez","8/30/1979","London","SW78 3UE","(349) 220-3362","wonderkid@yahoo.com","9/10/2017 20:31","D"
"C0512","Nerea de Portero","10/14/1981","51 Manchester Road","London","(552) 912-4336","wonderkid@yahoo.ca","1/31/2017 3:25","A"
"C0513","Benjamín de Palau","5/2/1973","NW17 8IR","11 Church Street","(841) 890-5507","ajlitt@gmail.com","1/7/2017 3:16","D"
"C0514","Cristina Arranz-Muro","4/5/1995","London","E17 8EH","(810) 993-2143","seurat@icloud.com","2/16/2009 4:49","E"
"C0515","Lupe Pellicer Marco","10/3/1997","468 Springfield Road","London","(454) 648-4285","bryanw@yahoo.com","11/27/2008 22:33","E"
"C0516","Cándida Pinedo Dalmau","4/25/1984","SW96 2IA","47 Windsor Road","(263) 975-5248","kingma@outlook.com","12/31/2008 21:31","C"
